FollowerTag,FollowedTag,TimeStamp,IsMuted,NotificationsActive
joseph82,zavalascott,2022-10-15T18:08:16,False,True
ohorton,bbryant,2023-04-26T05:10:56,False,True
michael17,yporter,2023-01-11T01:11:28,False,True
margaretrice,melissasmall,2021-05-14T03:40:36,True,False
phillip79,swalker,2021-08-11T23:03:18,False,True
idunn,david47,2022-01-01T14:28:36,False,True
peter20,veronicatapia,2020-08-27T08:04:34,True,False
georgeestrada,markwhite,2022-06-20T17:25:42,True,False
rlee,wcarroll,2020-04-04T21:34:27,False,True
downschad,tylergill,2023-04-09T17:41:57,True,False
michaelkeith,lisagarcia,2021-11-23T08:22:36,True,False
susanolson,marissawells,2021-04-02T01:25:39,False,True
christopher95,robertlloyd,2021-02-23T01:05:02,True,False
rkennedy,andrewmayer,2021-03-13T23:15:00,False,True
oliverlinda,hannah11,2023-07-24T13:43:58,False,True
toconnor,chavezjeffrey,2020-09-26T17:07:38,False,True
jon23,pattersonricky,2020-05-18T09:35:40,True,False
jadams,bpatrick,2022-05-18T23:41:46,True,False
austin42,angela53,2021-05-24T07:22:36,True,False
justin05,cyoung,2023-01-22T08:01:41,False,True
zbutler,anthony84,2022-05-23T15:01:56,False,True
palmerronald,tim26,2022-11-13T01:09:08,True,False
allenjohn,gjenkins,2024-04-09T15:56:19,False,True
mackronald,trevinotrevor,2020-05-26T03:24:19,False,True
rodriguezstacy,marshallangela,2023-05-12T20:39:21,True,False
ywade,fmitchell,2022-05-27T00:53:34,False,True
lmcbride,christopherterry,2022-09-26T09:48:45,False,True
catherine09,kylie59,2022-03-23T18:29:30,True,False
stephaniecarlson,bellkevin,2023-04-26T02:58:05,False,True
xsmith,simonmaria,2020-05-30T18:05:24,True,False
tyrone81,shansen,2020-06-20T07:16:54,True,False
zmatthews,wigginsjames,2021-08-18T21:16:50,True,False
whitebrendan,austin14,2021-01-20T23:47:38,False,True
sonya41,richardsonshawn,2021-07-13T22:07:17,True,False
maurice97,pamelalee,2023-11-28T12:53:12,True,False
sancheztimothy,justinmorgan,2021-02-17T20:25:31,False,True
delgadojohn,larellano,2023-03-16T00:09:12,False,True
stevenlane,lauren04,2022-06-18T15:08:21,True,False
davidbeck,kimeric,2021-04-28T00:01:52,False,True
ymyers,heather84,2022-02-01T05:52:12,False,True
shill,tamarawalton,2023-05-26T06:00:44,True,False
eweiss,dwang,2020-07-08T04:29:11,True,False
alexis72,mjenkins,2022-03-23T09:59:02,True,False
nmontoya,ronaldestes,2024-01-04T21:53:42,False,True
andrewmoyer,mball,2023-10-07T00:49:51,True,False
wendysmith,matthewcraig,2023-05-17T12:05:22,False,True
dyerterry,davidstewart,2020-11-23T00:46:36,True,False
marissa32,kmelendez,2020-11-15T12:48:25,True,False
munoztimothy,sandra00,2020-11-24T23:38:21,True,False
georgejared,freemantracey,2023-06-11T12:41:35,False,True
thomas07,robertbennett,2020-11-04T13:57:48,False,True
brownnathaniel,mitchell96,2022-05-15T11:49:59,True,False
rangeljoshua,garrisonandrea,2020-05-18T06:50:05,False,True
douglasdavis,robertdaniels,2021-02-18T19:17:41,False,True
jacobpacheco,cookrachel,2023-05-18T21:47:03,True,False
cochranjennifer,gravesgeorge,2022-09-17T23:46:52,True,False
brandon26,rstephenson,2021-09-24T06:34:34,True,False
kpitts,christensenstephanie,2021-06-16T22:10:18,False,True
bryan83,martinezgina,2022-02-23T15:49:45,False,True
timothy08,kaylachavez,2022-03-12T03:12:55,True,False
gwatson,peter71,2024-02-13T23:42:17,False,True
lboyd,zprice,2023-10-20T23:13:53,True,False
matthew83,kramsey,2020-12-29T13:35:11,False,True
lpatrick,christine92,2023-12-26T01:37:37,True,False
autumnsparks,timothy31,2022-12-29T18:16:15,True,False
brenda13,margaretfletcher,2022-06-10T16:06:32,False,True
diana72,nathanromero,2021-05-05T07:02:27,True,False
carrie90,sheilaclay,2021-05-02T03:37:32,False,True
jeffrey71,joelee,2024-03-01T17:18:11,True,False
christopher99,lgregory,2023-09-01T00:16:04,False,True
jennyfleming,khampton,2022-02-01T16:29:18,False,True
caleb41,sanchezchristine,2022-01-22T15:38:24,False,True
tricia41,jenniferrivera,2023-08-20T18:43:40,False,True
keith53,jgould,2020-06-30T03:54:16,False,True
yolanda10,zbutler,2023-03-30T15:11:17,False,True
larsonkatherine,edward56,2021-10-12T18:39:27,True,False
alexanderdaniel,jennifer45,2022-09-10T05:15:26,False,True
linda66,randalltorres,2024-02-05T13:38:43,False,True
hugheschristopher,pporter,2022-05-04T02:52:39,True,False
scott72,jchandler,2022-12-17T22:27:22,False,True
trobinson,micheal54,2020-11-10T03:51:12,True,False
howardkevin,leemolly,2020-12-21T13:53:13,False,True
manuelwells,mstephenson,2023-04-08T07:30:29,True,False
shirley44,qmarshall,2021-11-10T09:52:02,True,False
hubbardbrian,james33,2022-11-25T03:38:37,True,False
alexandermarc,williamsthomas,2023-06-28T17:04:22,False,True
anna42,amy17,2023-08-17T17:02:36,False,True
kristen63,mary71,2021-02-07T11:45:26,True,False
prandall,xjarvis,2020-09-22T13:16:38,False,True
angela01,patrickeverett,2020-07-25T15:10:52,True,False
patricia18,bowmandawn,2021-01-26T19:30:23,False,True
sextonshannon,oparker,2021-12-07T17:17:23,False,True
roseanthony,umoore,2020-08-22T06:39:17,True,False
williamstokes,christophercastaneda,2022-05-10T07:31:04,True,False
qtaylor,larry94,2023-07-15T09:27:06,False,True
nthompson,julielyons,2020-12-02T01:06:21,True,False
spencerwatts,laura19,2020-03-24T08:30:30,True,False
hrobbins,lgreen,2020-06-02T17:51:17,True,False
kthomas,oliverreginald,2022-04-03T16:41:31,True,False
wattsjohn,xballard,2020-09-23T10:37:30,False,True
john25,haysjoshua,2020-10-09T19:05:08,False,True
vroy,grantjohn,2023-10-27T14:33:26,False,True
hlittle,arivera,2022-02-10T16:13:11,True,False
robertthompson,hansenmelissa,2024-03-30T05:35:08,True,False
hammondgabriel,amarshall,2021-02-09T23:43:35,True,False
perezangela,parksevan,2021-01-03T09:50:01,False,True
robertrussell,robinsonryan,2021-03-14T18:47:22,True,False
santosanthony,nhogan,2022-05-27T09:34:22,False,True
lskinner,cooksteven,2022-05-18T01:47:09,False,True
belljason,salazarshari,2020-01-28T11:35:10,True,False
lisa28,benjamin84,2022-09-02T23:39:13,False,True
travis13,andrewmayer,2022-04-04T13:33:05,True,False
rebekahedwards,amandacooper,2022-11-03T21:53:53,False,True
stanleyian,boothjeremy,2024-03-16T22:02:11,False,True
xkelley,garnold,2021-12-30T13:19:59,False,True
gilbertkyle,terry91,2023-05-16T08:09:23,True,False
margaretmcmahon,miguelramirez,2022-07-30T15:58:50,False,True
danielshannon,rangeljoshua,2023-12-16T06:38:32,False,True
rachelnelson,john38,2020-12-21T09:28:40,False,True
sanchezkevin,victorholt,2020-05-27T17:15:36,False,True
rperry,middletondonna,2024-04-14T07:59:10,False,True
benjamingeorge,iabbott,2021-11-29T19:08:07,True,False
hansenbreanna,randallcolon,2021-11-12T01:24:22,True,False
dylanpalmer,sdelacruz,2020-07-20T17:58:06,False,True
vaguilar,grahamjennifer,2021-01-18T06:23:30,True,False
yrobinson,joseph65,2022-03-27T14:26:40,False,True
fvazquez,james33,2023-06-29T13:46:38,True,False
thomasscott,yoderkathleen,2023-05-07T17:32:47,True,False
marshallangela,howellrebecca,2022-04-04T05:28:53,False,True
vanessanguyen,wendysmith,2022-02-01T04:12:42,True,False
ethan33,eshaffer,2021-12-05T13:11:16,True,False
christian96,carolynjames,2020-07-11T12:06:41,False,True
fhuffman,youngbrian,2022-04-10T03:38:47,True,False
rachel14,kristinabailey,2022-12-03T05:26:56,True,False
burtonthomas,tdiaz,2021-07-15T01:09:19,False,True
molly82,rfoster,2023-02-04T12:22:23,True,False
lindahall,chambersashley,2021-05-04T05:19:13,False,True
toconnor,ricky87,2021-11-06T00:14:36,False,True
qgarcia,lmoran,2020-11-27T05:53:23,False,True
icook,atkinsontami,2021-07-28T06:38:03,False,True
gbishop,brendajohnson,2023-03-03T13:32:24,True,False
rose79,kimberly73,2022-10-05T08:46:42,False,True
douglas64,riosmichael,2024-01-15T04:52:28,True,False
lopezbecky,rachaelgardner,2020-09-12T18:32:15,True,False
tammymueller,hpeterson,2020-10-21T11:21:52,False,True
qhamilton,ronaldestes,2020-09-06T10:58:57,True,False
josephangela,elizabethmartinez,2020-08-29T09:01:50,False,True
emilygutierrez,gary13,2023-09-02T03:48:57,False,True
virginia03,karengreene,2023-07-22T21:54:28,False,True
peterbaker,kingchristopher,2020-05-03T19:07:39,False,True
dennis72,timothynelson,2023-04-27T04:48:01,False,True
kendra82,moralesmatthew,2022-03-19T04:22:10,True,False
gzuniga,brandontodd,2022-09-20T22:21:53,False,True
millerheidi,austinlopez,2020-03-29T01:31:49,False,True
heathermontgomery,fordjose,2023-01-25T21:25:05,True,False
vickismith,raymondgoodman,2020-01-04T00:32:23,False,True
nguyennicole,kevin99,2023-10-26T15:16:55,False,True
kennethjames,greenetyrone,2021-10-04T20:28:07,False,True
victoriarivers,hwiggins,2021-11-11T08:10:57,True,False
bmoore,susan88,2022-06-22T15:45:13,False,True
pruittmichael,gavin47,2023-02-18T01:36:55,False,True
davidstewart,ujones,2021-06-22T10:44:03,True,False
phillipschristina,mcdanielamy,2020-04-30T03:11:57,False,True
zreese,megan22,2023-06-23T06:16:41,True,False
christopher55,bryangreen,2021-04-20T19:11:42,True,False
andrewwilliamson,mcallahan,2022-05-03T23:25:46,False,True
dixonamanda,garnold,2023-06-16T23:07:20,True,False
wcobb,rfuller,2021-11-15T06:12:56,True,False
ltaylor,adamsemily,2020-12-26T14:12:56,False,True
hburch,santosanthony,2020-06-12T19:56:07,True,False
christymorris,benjaminschmidt,2021-04-20T11:36:11,False,True
qpratt,megan18,2021-04-07T17:59:51,False,True
rodriguezleslie,johnvincent,2022-09-04T16:11:05,False,True
marissa32,scamacho,2021-06-20T09:41:31,True,False
martinkaren,jennifer65,2023-09-24T09:09:26,True,False
vickismith,shelley27,2021-12-21T10:27:14,True,False
tracymeyer,wking,2021-03-11T11:15:11,False,True
btran,fadams,2020-10-16T03:57:25,False,True
onorman,jonathan40,2022-11-25T03:24:46,False,True
irobinson,theresamassey,2023-05-17T21:44:29,True,False
scottsanchez,ysilva,2022-08-26T05:20:18,False,True
jimmy80,jasonfletcher,2023-12-07T21:04:02,False,True
jillian48,gonzalezdominique,2021-03-16T14:06:25,True,False
michael30,juliehenson,2020-11-08T14:55:10,True,False
unorton,nsanders,2021-12-10T15:37:46,True,False
ryan37,greershannon,2023-12-17T13:56:48,True,False
patrickfreeman,ilewis,2020-05-14T16:32:06,False,True
lbowman,christopherrodriguez,2023-06-19T04:45:58,True,False
robert03,claudia01,2022-08-22T21:21:10,False,True
evelynsims,hendrickscaleb,2021-06-08T13:16:24,True,False
nicholas79,qkim,2023-10-28T02:39:01,False,True
heather60,jill63,2020-11-27T13:49:50,True,False
rosariochase,jonesabigail,2022-04-16T20:26:24,True,False
daniel03,erik25,2020-12-24T17:55:40,False,True
jamiecooper,wattsmonica,2022-04-10T18:38:03,True,False
spratt,fcurry,2020-03-02T13:27:21,True,False
nmoore,martha03,2023-03-17T01:59:28,False,True
teresavaughn,nancy02,2021-11-19T20:42:06,True,False
nwilliams,omiller,2024-02-04T08:31:01,False,True
ryancraig,morganadam,2022-10-02T07:23:02,False,True
manuelwells,abigail20,2022-05-13T17:50:26,False,True
meaganmiranda,baileyemily,2020-12-26T00:20:57,True,False
medinajohn,christinesmith,2022-07-21T11:18:20,False,True
kristi65,stephanie24,2022-03-23T04:57:26,True,False
fharrington,jacqueline95,2023-09-21T11:09:48,True,False
peter49,jonesabigail,2023-05-23T00:49:43,False,True
edward72,xconley,2022-08-30T22:54:11,True,False
kwilliamson,obrienjohn,2022-06-27T20:46:43,True,False
matthew59,dawn46,2024-01-02T18:34:13,True,False
bgrant,bwilson,2022-08-27T06:08:51,False,True
hmiller,beverlywebb,2021-02-28T16:38:51,True,False
mcopeland,adamsdaniel,2020-08-27T23:18:32,True,False
coxchristian,lesternichole,2021-04-25T04:25:09,True,False
andrew81,areynolds,2020-08-30T00:00:50,False,True
sgonzalez,evelyn50,2023-01-08T22:07:43,False,True
oirwin,janet66,2022-05-20T20:50:27,False,True
joneskimberly,stacyzavala,2024-03-10T08:18:21,False,True
anna67,pricelauren,2022-04-18T00:52:46,True,False
steelesamantha,nicolewilliams,2021-04-18T08:02:28,False,True
seth03,mayerjohn,2023-10-18T09:15:22,True,False
michael15,qtaylor,2020-07-09T16:13:14,True,False
stewartwilliam,mclaughlinstephen,2022-10-20T12:08:56,True,False
timothynelson,savagedebbie,2022-11-24T13:00:23,True,False
dmitchell,sullivanchristopher,2021-01-29T22:35:43,False,True
josephwatkins,davidstevens,2023-08-21T10:14:21,True,False
todd23,harry36,2023-01-10T09:50:50,True,False
davissandra,lblack,2020-12-03T07:43:16,True,False
yvonne76,matthew64,2021-02-18T05:49:43,False,True
bradleycarter,adamali,2020-02-15T15:53:09,False,True
uclarke,leah92,2023-03-09T19:49:27,True,False
bailey11,kristina28,2021-10-30T11:52:07,True,False
wstokes,wcain,2023-07-21T07:56:16,False,True
figueroatammy,paullopez,2023-03-21T04:51:44,True,False
julia64,douglas91,2020-03-24T23:09:47,True,False
peter07,mortoncrystal,2021-02-23T18:08:57,True,False
anthony69,kentsmith,2021-02-04T14:01:37,True,False
elizabethmartinez,akelley,2024-02-24T09:42:08,False,True
wkelly,kthomas,2022-08-18T12:40:25,False,True
reeddaniel,kellercollin,2022-02-27T00:29:37,True,False
gmitchell,matthew47,2023-01-02T09:19:54,True,False
anthonywilliams,jaredhernandez,2020-09-28T02:48:08,True,False
daniellebarnes,timothyrice,2021-06-24T07:09:26,True,False
brandibenjamin,cheryl99,2021-09-05T07:24:58,True,False
jacksonjorge,christinacosta,2020-02-19T07:21:58,False,True
gilbertkatherine,cadams,2020-09-26T02:33:34,False,True
susannavarro,iweaver,2020-04-06T21:01:47,False,True
sburgess,smithraven,2020-10-21T11:40:46,False,True
brenda48,conniepowers,2021-11-24T21:06:19,False,True
uramirez,jim19,2024-04-10T03:55:58,True,False
kimberly81,millerjeffrey,2023-02-13T04:42:55,True,False
elizabeth81,wbruce,2024-01-24T19:25:29,True,False
robertlloyd,gomezkyle,2021-01-04T03:34:13,False,True
mcconnellkathryn,ebird,2021-01-08T06:41:43,True,False
jessica56,nreid,2022-04-06T05:43:27,False,True
alexandramcgrath,samantha76,2021-07-26T14:58:20,False,True
ypadilla,xvillarreal,2023-08-29T21:32:51,True,False
carolynjames,vscott,2020-05-07T02:16:35,True,False
kaitlyn84,thomasvaldez,2023-07-30T03:15:54,True,False
melindarodriguez,jameshoward,2021-12-04T10:28:55,False,True
lowerandy,qmartin,2023-05-29T07:10:41,True,False
silvajennifer,prussell,2021-01-03T11:47:13,True,False
virginiaboone,harrisjames,2022-01-10T18:35:46,False,True
vaustin,fpeterson,2023-09-20T06:01:51,False,True
christiesawyer,andrea48,2023-08-05T04:42:34,False,True
thenderson,jmoore,2023-08-31T01:50:57,False,True
jeremysullivan,wernereugene,2022-12-28T07:15:10,True,False
jessica66,robin36,2021-10-21T06:11:32,False,True
loganharris,michelle47,2020-11-04T19:28:47,False,True
bauerjeffrey,richardgoodwin,2021-03-17T16:23:01,False,True
icampbell,ashley70,2023-12-28T17:33:00,True,False
davidcooper,kathryn86,2020-02-02T01:07:50,True,False
harristimothy,rose79,2023-09-24T06:39:52,False,True
gomezkyle,michael36,2021-03-27T19:28:16,False,True
gibbsjames,paigeharvey,2021-07-20T07:28:38,True,False
mjenkins,gravesjessica,2020-12-07T03:22:21,False,True
andrea10,robertjackson,2020-09-21T19:50:16,False,True
salazarcindy,debbie64,2020-02-15T20:20:25,False,True
warrengary,clarkestacy,2021-12-15T16:52:50,False,True
janetgarrett,graceboyd,2021-03-01T03:59:36,False,True
kevin66,brittanyedwards,2022-07-15T16:04:25,False,True
jasmine80,hilledward,2022-04-24T09:03:44,True,False
abean,linda96,2023-01-04T12:41:56,True,False
john08,hilledward,2021-09-17T09:19:49,True,False
courtneywilson,courtneyspencer,2023-04-05T16:19:50,False,True
torresluis,larsontaylor,2020-01-18T14:19:06,False,True
kristy56,daniel24,2021-04-11T18:48:35,True,False
carralexander,renee73,2023-04-23T03:37:53,True,False
hatfielderic,twright,2023-01-19T22:03:41,False,True
youngsherry,gregorygreen,2020-04-05T10:13:30,False,True
destiny35,iking,2020-02-10T00:55:09,True,False
christine84,jramirez,2023-04-28T06:11:49,False,True
jsimon,fuenteskevin,2022-10-30T17:58:50,False,True
bowenlogan,thomas65,2021-05-08T15:37:47,True,False
weberdana,andrewkelley,2022-10-27T18:38:29,False,True
abarnes,rodriguezmichelle,2020-03-17T19:50:12,False,True
kimberlycarroll,trobinson,2022-05-23T21:19:41,True,False
wendysmith,dhernandez,2023-01-02T09:17:46,True,False
lambertkathleen,lriley,2021-05-23T16:32:12,False,True
garycohen,margaretjones,2021-07-14T05:09:59,False,True
ytorres,davisjulia,2020-10-30T03:19:43,True,False
alexanderthompson,samantha91,2023-05-01T04:54:52,False,True
williamsjose,delgadojohn,2021-04-13T10:16:22,True,False
reeddaniel,opacheco,2021-09-26T21:19:08,True,False
hgreene,udavidson,2020-09-06T14:29:29,True,False
contrerasjustin,mcknightsarah,2022-07-21T07:37:25,True,False
treid,lewishannah,2022-03-14T10:05:27,True,False
steinsarah,jmcdowell,2021-11-14T22:31:54,False,True
joshuacurry,sandra68,2021-04-08T16:28:03,False,True
paul89,sarahbooker,2021-05-21T19:01:45,True,False
eespinoza,carrollroy,2023-08-10T06:23:39,True,False
stewartwilliam,rothnoah,2020-02-07T14:18:36,False,True
christian96,peter49,2022-08-27T22:55:33,True,False
reedjesus,brian40,2023-07-19T03:05:07,True,False
kinglinda,juliamclaughlin,2020-01-28T17:45:01,True,False
tmartinez,annettebrooks,2020-03-23T03:38:37,False,True
hilljimmy,michael76,2023-07-09T03:49:19,False,True
tbrowning,roger00,2022-06-08T12:09:28,True,False
dawn15,mprice,2020-09-28T09:16:57,False,True
jonathan53,emily60,2023-05-16T11:43:02,False,True
connor25,katie64,2021-01-23T08:27:12,True,False
sean63,williamwhite,2022-03-31T12:32:08,False,True
calexander,melindaarnold,2022-11-29T17:15:40,False,True
yharding,trujillojorge,2020-10-08T21:25:08,True,False
martinezsteven,luke36,2022-09-30T14:49:55,False,True
hwang,daviskevin,2021-05-24T01:41:14,True,False
susanfoster,robbinsbrandi,2020-11-20T19:00:13,False,True
briannabaxter,michael27,2020-05-18T15:31:45,False,True
christopher65,sandra06,2023-03-11T13:40:53,True,False
qmarshall,washingtongeorge,2023-11-18T23:56:43,False,True
christopherhowell,michaelhamilton,2022-12-27T16:26:27,False,True
crystalnash,cooleysusan,2021-04-03T17:57:26,False,True
ycarpenter,joeford,2022-12-27T12:16:04,True,False
wheelersteven,lori42,2021-08-29T18:41:39,True,False
claire28,pricelauren,2022-06-30T17:59:47,True,False
wgross,megantyler,2023-06-28T14:24:05,False,True
thomas27,thompsonjacqueline,2021-02-11T12:45:42,False,True
austin42,xsmith,2021-11-08T09:23:18,False,True
diaznancy,hwiggins,2021-08-29T11:06:46,True,False
destinykent,mclark,2020-02-14T09:55:24,True,False
smithleslie,smithjoseph,2021-09-27T16:30:45,False,True
ramseyjulie,gcampbell,2021-02-14T18:36:09,True,False
dwarner,steve81,2021-09-18T14:20:24,True,False
james19,ronaldsellers,2022-06-19T19:29:04,True,False
hannah11,twright,2020-05-05T07:52:37,False,True
tonyflores,amber45,2020-12-10T15:26:06,False,True
middletondonna,progers,2020-02-01T10:00:17,False,True
lindseyyoung,rhodesdarrell,2021-08-27T06:44:28,True,False
nicholas50,justin53,2022-12-25T16:34:23,False,True
gregory82,bowenlogan,2023-08-19T00:15:09,True,False
delacruzsusan,latoya38,2023-03-03T10:46:38,True,False
holtlisa,chopkins,2022-05-04T11:45:29,True,False
hatfielderic,pporter,2023-10-03T14:58:16,True,False
melinda56,mclaughlinvirginia,2020-12-12T11:13:12,False,True
janetgarrett,mbennett,2021-04-14T00:53:22,True,False
valdezmark,roseanthony,2023-10-16T23:54:16,False,True
delacruzsusan,katherine08,2020-04-05T09:10:56,True,False
johnsondavid,velliott,2020-09-12T21:27:51,False,True
irobinson,susan45,2020-09-15T18:51:38,False,True
pmcdonald,josephdavis,2023-10-11T02:33:48,False,True
yflowers,james39,2020-02-24T20:22:47,True,False
john88,websterchristopher,2024-01-21T04:43:54,True,False
jonesdwayne,carrie90,2022-02-25T22:30:32,True,False
lpatterson,jennifer56,2023-08-22T18:35:45,True,False
strongjulie,ebrooks,2020-11-30T23:48:32,True,False
michael05,taylor60,2024-03-26T07:04:54,True,False
ithompson,bonillateresa,2022-02-20T18:26:29,True,False
gary97,katrina08,2023-09-09T05:39:15,True,False
jenkinsalex,melinda39,2020-05-24T14:52:17,False,True
